dim,name,name_zh,group,group_name,source_type,description
273,stress_resilience,抗壓能力,D,自動加總計算,theme_composite,扛得住壓力嗎？果斷行動+內在穩定+七殺-情感深度
274,pattern_count_norm,格局數量,D,自動加總計算,pattern_summary,命中格局總數的正規化指標
275,wealth_pattern_sum,富格分數,D,自動加總計算,pattern_summary,富格類型格局的加權總分
276,noble_pattern_sum,貴格分數,D,自動加總計算,pattern_summary,貴格類型格局的加權總分
277,special_pattern_sum,特殊格分數,D,自動加總計算,pattern_summary,特殊格局的加權總分
278,challenge_pattern_sum,凶格分數,D,自動加總計算,pattern_summary,凶格/挑戰格局的加權總分
279,pattern_avg_quality,平均品質,D,自動加總計算,pattern_summary,格局條件完整滿足的平均比例
280,pattern_counter_risk,破格風險,D,自動加總計算,pattern_summary,反條件(煞星/空劫)削弱格局的風險
281,pattern_palace_coverage,宮位覆蓋度,D,自動加總計算,pattern_summary,活化格局涉及的宮位數量
282,support_brake_ratio,輔煞比,D,自動加總計算,support_summary,全盤輔佐與煞星的能量比例
283,six_auspicious_completeness,六吉完整度,D,自動加總計算,support_summary,六吉星會照命宮的完整度
284,brake_concentration,煞星集中度,D,自動加總計算,support_summary,煞星是否集中在少數宮位
285,max_support_star,最強輔星,D,自動加總計算,support_summary,全盤最強的一顆輔佐星能量
286,max_brake_star,最強煞星,D,自動加總計算,support_summary,全盤最強的一顆煞星能量
287,support_brake_dispersion,輔煞分散度,D,自動加總計算,support_summary,輔煞星分佈的均勻程度
288,void_key_palace_effect,關鍵宮空劫,D,自動加總計算,support_summary,空劫落入命/財/官的最大影響
289,palace_1_quality,命宮品質,D,自動加總計算,palace_core,命宮內主星協同+輔星加持的正能量
290,palace_1_pressure,命宮壓力,D,自動加總計算,palace_core,命宮內主星與煞星的衝突壓力
291,palace_5_quality,財帛品質,D,自動加總計算,palace_core,財帛宮內主星協同+輔星加持的正能量
292,palace_5_pressure,財帛壓力,D,自動加總計算,palace_core,財帛宮內主星與煞星的衝突壓力
293,palace_9_quality,官祿品質,D,自動加總計算,palace_core,官祿宮內主星協同+輔星加持的正能量
294,palace_9_pressure,官祿壓力,D,自動加總計算,palace_core,官祿宮內主星與煞星的衝突壓力
295,palace_7_quality,遷移品質,D,自動加總計算,palace_core,遷移宮內主星協同+輔星加持的正能量
296,palace_7_pressure,遷移壓力,D,自動加總計算,palace_core,遷移宮內主星與煞星的衝突壓力
297,palace_6_quality,疾厄品質,D,自動加總計算,palace_wellbeing,疾厄宮內主星協同+輔星加持的正能量
298,palace_6_pressure,疾厄壓力,D,自動加總計算,palace_wellbeing,疾厄宮內主星與煞星的衝突壓力
299,palace_B_quality,福德品質,D,自動加總計算,palace_wellbeing,福德宮內主星協同+輔星加持的正能量
300,palace_B_pressure,福德壓力,D,自動加總計算,palace_wellbeing,福德宮內主星與煞星的衝突壓力
301,palace_2_quality,兄弟品質,D,自動加總計算,palace_family,兄弟宮內主星協同+輔星加持的正能量
302,palace_2_pressure,兄弟壓力,D,自動加總計算,palace_family,兄弟宮內主星與煞星的衝突壓力
303,palace_3_quality,夫妻品質,D,自動加總計算,palace_family,夫妻宮內主星協同+輔星加持的正能量
304,palace_3_pressure,夫妻壓力,D,自動加總計算,palace_family,夫妻宮內主星與煞星的衝突壓力
305,palace_4_quality,子女品質,D,自動加總計算,palace_family,子女宮內主星協同+輔星加持的正能量
306,palace_4_pressure,子女壓力,D,自動加總計算,palace_family,子女宮內主星與煞星的衝突壓力
307,palace_C_quality,父母品質,D,自動加總計算,palace_family,父母宮內主星協同+輔星加持的正能量
308,palace_C_pressure,父母壓力,D,自動加總計算,palace_family,父母宮內主星與煞星的衝突壓力
309,global_balance,全盤均衡度,D,自動加總計算,global,人格維度分佈的均衡程度
310,positive_energy_ratio,正負能量比,D,自動加總計算,global,正面維度能量佔總能量比例
311,pattern_coverage,格局覆蓋率,D,自動加總計算,global,命中格局佔預設格局池的比例
312,sihua_influence,四化影響力,D,自動加總計算,global,四化對全盤能量的擾動強度
313,palace_activity,宮位活躍度,D,自動加總計算,global,有顯著能量活動的宮位數量比例
314,extraversion_index,外向指數 (E-I),E,人格特質維度,mbti_axis,MBTI 外向指數 (E-I)
315,intuition_index,直覺指數 (N-S),E,人格特質維度,mbti_axis,MBTI 直覺指數 (N-S)
316,thinking_index,理性指數 (T-F),E,人格特質維度,mbti_axis,MBTI 理性指數 (T-F)
317,judging_index,秩序指數 (J-P),E,人格特質維度,mbti_axis,MBTI 秩序指數 (J-P)
318,radiant_expression,光明外顯,E,人格特質維度,personality_facet,太陽式的公開展現能量 — 熱情、博愛、無私的外向展現
319,magnetic_charm,磁性魅力,E,人格特質維度,personality_facet,貪狼廉貞式的吸引力 — 費洛蒙驅動的外向社交
320,social_adaptability,社交適應,E,人格特質維度,personality_facet,廉貞主、貪狼次 — 關係與人際彈性上的社交適應
321,inner_stability,內在穩定,E,人格特質維度,personality_facet,天府太陰式的穩定能量 — 能自我沉澱、不依賴外界掌聲的內向能量
322,creative_desire,創造慾望,E,人格特質維度,personality_facet,貪狼式的多才多慾 — 跳脫框架、多才多藝的直覺傾向
323,intellectual_agility,智慧敏捷,E,人格特質維度,personality_facet,天機式的思維敏捷度 — 抽象思考、邏輯推演與點子發想
324,administrative_order,管理秩序,E,人格特質維度,personality_facet,天府式的組織管理 — 重視現有資源、建立 SOP 的實感傾向
325,ambition_scope,太陽旺陷,E,人格特質維度,personality_facet,太陽星純亮度（不含空間因子）— 亮度高則光明磊落、公開透明；亮度低則低調變通、善用資源
326,lunar_nurture,太陰旺陷,E,人格特質維度,personality_facet,太陰星純亮度（不含空間因子）— 亮度高則親情資源豐厚、承擔家庭責任；亮度低則與家人疏離、較少家庭羈絆
327,martial_resolve,果斷行動力,E,人格特質維度,personality_facet,武曲七殺式的決斷力 — 冷靜、殺伐果斷的理性決策
328,emotional_depth,情感深度,E,人格特質維度,personality_facet,太陰式的情感細膩 — 心思細膩、容易共情的感性特質
329,nurturing_patience,包容耐心,E,人格特質維度,personality_facet,天同天梁式的包容特質 — 重視和諧、願意妥協與照顧他人
330,communicative_force,表達力,E,人格特質維度,personality_facet,巨門文曲式的口才與溝通 — 用語言說服(T)或感染(F)他人
331,leadership_drive,領導力,E,人格特質維度,personality_facet,紫微式的領導能量 — 渴望建立階級、掌控全局的秩序傾向
332,self_sovereignty,自主權,E,人格特質維度,personality_facet,紫府同宮式的獨立自足 — 極度獨立、不容他人干涉的堅定邊界感
333,diplomatic_grace,外交圓融,E,人格特質維度,personality_facet,天相天梁式的調和能力 — 在體制內調和鼎鼐、維持結構穩定
334,rebellious_change,變革驅動力,E,人格特質維度,personality_facet,破軍式的破壞重建能量 — 討厭僵化、隨時準備推翻現狀的靈活特質
335,link_sensing,連結感應,E,人格特質維度,ni_source,廉貞(主 1.0)+小星靈性(次 0.5) — 供 Ni 內向直覺取樣
336,reset_to_zero,重置歸零,E,人格特質維度,ni_source,地空+地劫(主 1.0)+截空(次 0.5)A2彙整值 — 供 Ni 內向直覺取樣
337,cognitive_Se,外傾感覺,E,人格特質維度,cognitive_function,Se 外向感覺 — 感官敏銳、當下行動：果斷行動+光明外顯+磁性魅力
338,cognitive_Si,內傾感覺,E,人格特質維度,cognitive_function,Si 內向感覺 — 經驗累積、穩定程序：內在穩定+管理秩序
339,cognitive_Ne,外傾直覺,E,人格特質維度,cognitive_function,Ne 外向直覺 — 可能性、聯想發散：創造慾望+變革驅動力
340,cognitive_Ni,內傾直覺,E,人格特質維度,cognitive_function,Ni 內向直覺 — 連結感應(0.5)+接續力/天梁(0.3)+作用力/太陽(0.2) 實作見 engine
341,cognitive_Te,外傾思考,E,人格特質維度,cognitive_function,Te 外向思維 — 效率系統、可衡量結果：管理秩序+領導力+自主權
342,cognitive_Ti,內傾思考,E,人格特質維度,cognitive_function,Ti 內向思維 — 精確分析、邏輯框架：智慧敏捷+表達力
343,cognitive_Fe,外傾情感,E,人格特質維度,cognitive_function,Fe 外向情感 — 感知群體情緒、維護和諧：外交圓融+包容耐心+社交適應+小星人際
344,cognitive_Fi,內傾情感,E,人格特質維度,cognitive_function,Fi 內向情感 — 內在價值觀、真實性：情感深度+內在穩定+小星靈性
345,temperament_activity,活動量,E,人格特質維度,temperament,活動量 — Thomas & Chess 氣質：果斷行動+光明外顯+變革驅動
346,temperament_rhythmicity,規律性,E,人格特質維度,temperament,規律性 — Thomas & Chess 氣質：管理秩序+內在穩定+領導力
347,temperament_approach,趨避性,E,人格特質維度,temperament,趨避性 — Thomas & Chess 氣質：磁性魅力+光明外顯+社交適應
348,temperament_adaptability,適應性,E,人格特質維度,temperament,適應性 — Thomas & Chess 氣質：社交適應+外交圓融+變革驅動
349,temperament_sensitivity,反應閾,E,人格特質維度,temperament,反應閾 — Thomas & Chess 氣質：情感深度+智慧敏捷+小星靈性
350,temperament_intensity,反應強度,E,人格特質維度,temperament,反應強度 — Thomas & Chess 氣質：果斷行動+表達力+光明外顯
351,temperament_mood,情緒本質,E,人格特質維度,temperament,情緒本質 — Thomas & Chess 氣質：包容耐心+光明外顯+小星吉+小星人際
352,temperament_distractibility,注意力分散度,E,人格特質維度,temperament,注意力分散度 — Thomas & Chess 氣質：創造慾望+智慧敏捷+變革驅動
353,temperament_persistence,堅持度,E,人格特質維度,temperament,堅持度 — Thomas & Chess 氣質：內在穩定+自主權+太陽旺陷
